519435.4755,4984383.195
521424.2549,4987071.292
521422.8227,4987064.315
522809.7364,4985031.925
519079.4721,4984306.993
523367.3764,4985155.525
517926.8431,4986386.696
520115.0427,4988222.082
518883.5383,4989100.347
520086.0441,4988204.526
521405.771,4985927.036
519296.5211,4987249.383
521855.3594,4986790.949
522568.2886,4987201.587
512363.6235,4986711.432
513952.5874,4986585.294
517346.2853,4984989.406
517204.5374,4984668.159
517371.4915,4984815.457
519200.7534,4984209.445
519292.2715,4984272.566
517720.3671,4984205.64
516814.6573,4984212.982
517186.8515,4984350.878
519049.0499,4984297.984
519066.9399,4984299.848
519100.1252,4984309.315
519098.6793,4984311.805
519122.2753,4984317.649
519144.9988,4984324.324
519203.5207,4984348.565
519227.8928,4984359.211
519243.0238,4984363.374
519257.2178,4984368.15
519273.8028,4984373.363
519288.2257,4984378.783
519302.8172,4984384.656
519316.3463,4984389.324
519329.7924,4984393.54
519344.6753,4984401.226
519358.225,4984407.525
519370.1155,4984412.408
519407.8411,4984427.183
519419.6331,4984433.957
519433.129,4984439.39
519446.7587,4984445.715
519459.0999,4984452.374
519471.7913,4984458.369
519548.112,4984485.596
519497.9127,4984410.094
519493.3398,4984420.457
519484.2983,4984436.985
517741.3555,4985098.392
517639.8652,4985220.2
517550.6752,4985456.052
517543.8422,4985521.739
517614.0092,4985440.584
517653.9468,4985375.338
518217.1391,4984211.925
518152.7707,4984165.164
518500.5528,4984199.651
518647.6143,4984318.295
513813.8577,4986808.281
514578.5932,4987195.045
516573.4928,4988757.3
517647.643,4988935.162
517973.7975,4988193.179
518079.9182,4988225.807
517582.2364,4986643.584
518783.7094,4987216.379
517143.9253,4986203.02
517203.7492,4986244.106
519063.2816,4986595.351
519029.6516,4987289.812
519471.7944,4986418.728
519618.9977,4986396.018
519703.3693,4985860.774
519998.9047,4986069.425
520110.387,4985996.53
520027.0679,4985896.4
519337.1816,4985673.144
520005.7789,4985148.01
520174.1673,4985159.404
520442.3194,4985366.493
520425.3748,4984799.01
520421.2621,4984793.672
520296.1532,4985013.703
520235.6992,4984936.437
520238.6935,4984938.989
520494.6194,4985196.045
520642.4432,4984350.672
518247.3626,4989462.148
517891.5256,4989487.139
519405.1749,4987524.208
519399.8513,4987541.885
519307.8793,4987594.495
519302.6298,4987599.055
519163.4063,4987595.366
519126.083,4987587.524
519108.7342,4987579.999
519097.336,4987521.405
519110.3532,4987528.833
519124.3706,4987534.957
519169.3877,4987552.82
